record_id,Latitude,Longitude,Crop Sowing Time,Crop Harvesting Time,Yield Level (t/ha),season_days,sow_year,imd_STATE,imd_District,imd_Dist_Code,imd_TEHSIL,imd_lat,imd_lon,imd_distance_km,imd_year,imd_year_annual_rainfall_mm,imd_year_annual_tmin_mean,imd_year_annual_tmax_mean,imd_year_annual_pr_std,imd_year_annual_tmin_std,imd_year_annual_tmax_std,imd_clim_annual_rainfall_mm,imd_clim_annual_tmin_mean,imd_clim_annual_tmax_mean,imd_clim_annual_pr_std,imd_clim_annual_tmin_std,imd_clim_annual_tmax_std,imd_year_yield_t_ha,imd_climate_yield_t_ha,imd_year_yield_error_t_ha,imd_climate_yield_error_t_ha
228,26.01497,86.79386111,2015-07-10,2015-11-15,4.0,128.0,2015,BIHAR,MADHUBANI,D109,BENIPATTI,26.5,86.5,61.38,2015,1043.8919,20.2406,31.1888,7.1915,1.3406,1.8639,1350.1591,19.9402,30.8048,7.191464109589041,1.3406158904109589,1.8638512328767127,5.52,4.97,-1.52,-0.97
229,26.01511,86.79255556,2015-08-07,2015-11-21,4.2,106.0,2015,BIHAR,MADHUBANI,D109,BENIPATTI,26.5,86.5,61.3,2015,1043.8919,20.2406,31.1888,7.1915,1.3406,1.8639,1350.1591,19.9402,30.8048,7.191464109589041,1.3406158904109589,1.8638512328767127,5.52,4.97,-1.32,-0.77
230,26.01661,86.79111111,2015-07-18,2015-11-20,4.5,125.0,2015,BIHAR,MADHUBANI,D109,BENIPATTI,26.5,86.5,61.09,2015,1043.8919,20.2406,31.1888,7.1915,1.3406,1.8639,1350.1591,19.9402,30.8048,7.191464109589041,1.3406158904109589,1.8638512328767127,5.52,4.97,-1.02,-0.47
231,26.01572,86.79341667,2015-07-10,2015-11-15,5.2,128.0,2015,BIHAR,MADHUBANI,D109,BENIPATTI,26.5,86.5,61.29,2015,1043.8919,20.2406,31.1888,7.1915,1.3406,1.8639,1350.1591,19.9402,30.8048,7.191464109589041,1.3406158904109589,1.8638512328767127,5.52,4.97,-0.32,0.23
232,25.98602,86.79619444,2015-07-20,2015-11-20,5.0,123.0,2015,BIHAR,KHAGARIA,D105,GOGRI,25.5,86.5,61.65,2015,1481.9445,20.4512,31.5631,7.6896,1.4446,1.8841,1232.3135,20.2594,31.3632,7.689644383561644,1.444595616438356,1.8840934246575345,4.27,4.81,0.73,0.19
233,25.986,86.93388889,2015-07-18,2015-11-21,5.2,126.0,2015,BIHAR,KHAGARIA,D105,GOGRI,25.5,86.5,69.35,2015,1481.9445,20.4512,31.5631,7.6896,1.4446,1.8841,1232.3135,20.2594,31.3632,7.689644383561644,1.444595616438356,1.8840934246575345,4.27,4.81,0.93,0.39
234,25.98603,86.79277778,2015-07-20,2015-11-26,4.8,129.0,2015,BIHAR,KHAGARIA,D105,GOGRI,25.5,86.5,61.49,2015,1481.9445,20.4512,31.5631,7.6896,1.4446,1.8841,1232.3135,20.2594,31.3632,7.689644383561644,1.444595616438356,1.8840934246575345,4.27,4.81,0.53,-0.01
235,25.986,86.78533333,2015-07-07,2015-11-15,4.8,131.0,2015,BIHAR,KHAGARIA,D105,GOGRI,25.5,86.5,61.13,2015,1481.9445,20.4512,31.5631,7.6896,1.4446,1.8841,1232.3135,20.2594,31.3632,7.689644383561644,1.444595616438356,1.8840934246575345,4.27,4.81,0.53,-0.01
236,25.98608,86.79569444,2015-07-10,2015-11-15,5.2,128.0,2015,BIHAR,KHAGARIA,D105,GOGRI,25.5,86.5,61.63,2015,1481.9445,20.4512,31.5631,7.6896,1.4446,1.8841,1232.3135,20.2594,31.3632,7.689644383561644,1.444595616438356,1.8840934246575345,4.27,4.81,0.93,0.39
237,25.98572,86.79222222,2015-07-10,2015-11-21,5.4,134.0,2015,BIHAR,KHAGARIA,D105,GOGRI,25.5,86.5,61.43,2015,1481.9445,20.4512,31.5631,7.6896,1.4446,1.8841,1232.3135,20.2594,31.3632,7.689644383561644,1.444595616438356,1.8840934246575345,4.27,4.81,1.13,0.59
238,25.58593,86.73725,2015-07-15,2015-11-20,5.1,128.0,2015,BIHAR,KHAGARIA,D105,GOGRI,25.5,86.5,25.65,2015,1481.9445,20.4512,31.5631,7.6896,1.4446,1.8841,1232.3135,20.2594,31.3632,7.689644383561644,1.444595616438356,1.8840934246575345,4.27,4.81,0.83,0.29
239,25.58593,86.73341667,2015-07-10,2015-12-11,4.8,154.0,2015,BIHAR,KHAGARIA,D105,GOGRI,25.5,86.5,25.29,2015,1481.9445,20.4512,31.5631,7.6896,1.4446,1.8841,1232.3135,20.2594,31.3632,7.689644383561644,1.444595616438356,1.8840934246575345,4.27,4.81,0.53,-0.01
240,25.58608,86.73802778,2015-07-10,2015-11-15,5.3,128.0,2015,BIHAR,KHAGARIA,D105,GOGRI,25.5,86.5,25.73,2015,1481.9445,20.4512,31.5631,7.6896,1.4446,1.8841,1232.3135,20.2594,31.3632,7.689644383561644,1.444595616438356,1.8840934246575345,4.27,4.81,1.03,0.49
241,25.58611,86.73972222,2015-07-18,2015-11-17,5.4,122.0,2015,BIHAR,KHAGARIA,D105,GOGRI,25.5,86.5,25.89,2015,1481.9445,20.4512,31.5631,7.6896,1.4446,1.8841,1232.3135,20.2594,31.3632,7.689644383561644,1.444595616438356,1.8840934246575345,4.27,4.81,1.13,0.59
242,25.66907,86.70238889,2015-07-10,2015-11-18,5.5,131.0,2015,BIHAR,KHAGARIA,D105,GOGRI,25.5,86.5,27.67,2015,1481.9445,20.4512,31.5631,7.6896,1.4446,1.8841,1232.3135,20.2594,31.3632,7.689644383561644,1.444595616438356,1.8840934246575345,4.27,4.81,1.23,0.69
243,25.669,86.70235,2015-07-15,2015-11-20,5.6,128.0,2015,BIHAR,KHAGARIA,D105,GOGRI,25.5,86.5,27.66,2015,1481.9445,20.4512,31.5631,7.6896,1.4446,1.8841,1232.3135,20.2594,31.3632,7.689644383561644,1.444595616438356,1.8840934246575345,4.27,4.81,1.33,0.79
244,25.669,86.70233056,2015-07-12,2015-11-28,5.0,139.0,2015,BIHAR,KHAGARIA,D105,GOGRI,25.5,86.5,27.66,2015,1481.9445,20.4512,31.5631,7.6896,1.4446,1.8841,1232.3135,20.2594,31.3632,7.689644383561644,1.444595616438356,1.8840934246575345,4.27,4.81,0.73,0.19
245,25.66897,86.70211111,2015-07-23,2015-11-21,4.5,121.0,2015,BIHAR,KHAGARIA,D105,GOGRI,25.5,86.5,27.64,2015,1481.9445,20.4512,31.5631,7.6896,1.4446,1.8841,1232.3135,20.2594,31.3632,7.689644383561644,1.444595616438356,1.8840934246575345,4.27,4.81,0.23,-0.31
246,25.66934,86.70269444,2015-07-23,2015-11-25,4.8,125.0,2015,BIHAR,KHAGARIA,D105,GOGRI,25.5,86.5,27.71,2015,1481.9445,20.4512,31.5631,7.6896,1.4446,1.8841,1232.3135,20.2594,31.3632,7.689644383561644,1.444595616438356,1.8840934246575345,4.27,4.81,0.53,-0.01
247,25.66895,86.70213333,2015-07-15,2015-11-18,5.2,126.0,2015,BIHAR,KHAGARIA,D105,GOGRI,25.5,86.5,27.64,2015,1481.9445,20.4512,31.5631,7.6896,1.4446,1.8841,1232.3135,20.2594,31.3632,7.689644383561644,1.444595616438356,1.8840934246575345,4.27,4.81,0.93,0.39
248,26.31879,86.642,2015-06-10,2015-11-20,3.0,163.0,2015,BIHAR,MADHUBANI,D109,BENIPATTI,26.5,86.5,24.62,2015,1043.8919,20.2406,31.1888,7.1915,1.3406,1.8639,1350.1591,19.9402,30.8048,7.191464109589041,1.3406158904109589,1.8638512328767127,5.52,4.97,-2.52,-1.97
249,26.31944,86.63219444,2015-07-25,2015-12-11,3.5,139.0,2015,BIHAR,MADHUBANI,D109,BENIPATTI,26.5,86.5,24.01,2015,1043.8919,20.2406,31.1888,7.1915,1.3406,1.8639,1350.1591,19.9402,30.8048,7.191464109589041,1.3406158904109589,1.8638512328767127,5.52,4.97,-2.02,-1.47
250,26.31831,86.63155556,2015-07-10,2015-11-20,4.1,133.0,2015,BIHAR,MADHUBANI,D109,BENIPATTI,26.5,86.5,24.08,2015,1043.8919,20.2406,31.1888,7.1915,1.3406,1.8639,1350.1591,19.9402,30.8048,7.191464109589041,1.3406158904109589,1.8638512328767127,5.52,4.97,-1.42,-0.87
251,26.31747,86.63083333,2015-07-10,2015-11-20,5.2,133.0,2015,BIHAR,MADHUBANI,D109,BENIPATTI,26.5,86.5,24.12,2015,1043.8919,20.2406,31.1888,7.1915,1.3406,1.8639,1350.1591,19.9402,30.8048,7.191464109589041,1.3406158904109589,1.8638512328767127,5.52,4.97,-0.32,0.23
252,26.31814,86.63452778,2015-07-25,2015-12-11,3.8,139.0,2015,BIHAR,MADHUBANI,D109,BENIPATTI,26.5,86.5,24.26,2015,1043.8919,20.2406,31.1888,7.1915,1.3406,1.8639,1350.1591,19.9402,30.8048,7.191464109589041,1.3406158904109589,1.8638512328767127,5.52,4.97,-1.72,-1.17
253,26.32139,86.61875,2015-07-10,2015-11-20,4.3,133.0,2015,BIHAR,MADHUBANI,D109,BENIPATTI,26.5,86.5,23.11,2015,1043.8919,20.2406,31.1888,7.1915,1.3406,1.8639,1350.1591,19.9402,30.8048,7.191464109589041,1.3406158904109589,1.8638512328767127,5.52,4.97,-1.22,-0.67
254,26.3185,86.63911111,2015-06-10,2015-11-20,4.8,163.0,2015,BIHAR,MADHUBANI,D109,BENIPATTI,26.5,86.5,24.48,2015,1043.8919,20.2406,31.1888,7.1915,1.3406,1.8639,1350.1591,19.9402,30.8048,7.191464109589041,1.3406158904109589,1.8638512328767127,5.52,4.97,-0.72,-0.17
255,26.31855,86.63802778,2015-07-25,2015-12-11,4.6,139.0,2015,BIHAR,MADHUBANI,D109,BENIPATTI,26.5,86.5,24.41,2015,1043.8919,20.2406,31.1888,7.1915,1.3406,1.8639,1350.1591,19.9402,30.8048,7.191464109589041,1.3406158904109589,1.8638512328767127,5.52,4.97,-0.92,-0.37
256,26.31864,86.63936111,2015-07-10,2015-11-20,5.2,133.0,2015,BIHAR,MADHUBANI,D109,BENIPATTI,26.5,86.5,24.48,2015,1043.8919,20.2406,31.1888,7.1915,1.3406,1.8639,1350.1591,19.9402,30.8048,7.191464109589041,1.3406158904109589,1.8638512328767127,5.52,4.97,-0.32,0.23
257,26.31851,86.64119444,2015-07-10,2015-11-20,4.7,133.0,2015,BIHAR,MADHUBANI,D109,BENIPATTI,26.5,86.5,24.6,2015,1043.8919,20.2406,31.1888,7.1915,1.3406,1.8639,1350.1591,19.9402,30.8048,7.191464109589041,1.3406158904109589,1.8638512328767127,5.52,4.97,-0.82,-0.27
258,26.34128,87.00133333,2015-07-28,2015-12-03,4.5,128.0,2015,BIHAR,MADHUBANI,D109,BENIPATTI,26.5,86.5,52.95,2015,1043.8919,20.2406,31.1888,7.1915,1.3406,1.8639,1350.1591,19.9402,30.8048,7.191464109589041,1.3406158904109589,1.8638512328767127,5.52,4.97,-1.02,-0.47
259,26.3395,87.00061111,2015-07-25,2015-12-02,4.6,130.0,2015,BIHAR,MADHUBANI,D109,BENIPATTI,26.5,86.5,52.95,2015,1043.8919,20.2406,31.1888,7.1915,1.3406,1.8639,1350.1591,19.9402,30.8048,7.191464109589041,1.3406158904109589,1.8638512328767127,5.52,4.97,-0.92,-0.37
260,26.33639,87.00002778,2015-07-22,2015-11-29,4.2,130.0,2015,BIHAR,MADHUBANI,D109,BENIPATTI,26.5,86.5,53.01,2015,1043.8919,20.2406,31.1888,7.1915,1.3406,1.8639,1350.1591,19.9402,30.8048,7.191464109589041,1.3406158904109589,1.8638512328767127,5.52,4.97,-1.32,-0.77
261,26.33858,86.98596944,2015-07-25,2015-12-02,5.0,130.0,2015,BIHAR,MADHUBANI,D109,BENIPATTI,26.5,86.5,51.62,2015,1043.8919,20.2406,31.1888,7.1915,1.3406,1.8639,1350.1591,19.9402,30.8048,7.191464109589041,1.3406158904109589,1.8638512328767127,5.52,4.97,-0.52,0.03
262,26.33359,86.98583333,2015-07-30,2015-12-04,4.7,127.0,2015,BIHAR,MADHUBANI,D109,BENIPATTI,26.5,86.5,51.8,2015,1043.8919,20.2406,31.1888,7.1915,1.3406,1.8639,1350.1591,19.9402,30.8048,7.191464109589041,1.3406158904109589,1.8638512328767127,5.52,4.97,-0.82,-0.27
263,26.31938,86.98533889,2015-07-29,2015-12-04,5.3,128.0,2015,BIHAR,MADHUBANI,D109,BENIPATTI,26.5,86.5,52.34,2015,1043.8919,20.2406,31.1888,7.1915,1.3406,1.8639,1350.1591,19.9402,30.8048,7.191464109589041,1.3406158904109589,1.8638512328767127,5.52,4.97,-0.22,0.33
264,26.33828,86.98568333,2015-07-15,2015-11-30,4.1,138.0,2015,BIHAR,MADHUBANI,D109,BENIPATTI,26.5,86.5,51.6,2015,1043.8919,20.2406,31.1888,7.1915,1.3406,1.8639,1350.1591,19.9402,30.8048,7.191464109589041,1.3406158904109589,1.8638512328767127,5.52,4.97,-1.42,-0.87
265,26.33953,86.98584722,2015-07-12,2015-11-29,4.3,140.0,2015,BIHAR,MADHUBANI,D109,BENIPATTI,26.5,86.5,51.57,2015,1043.8919,20.2406,31.1888,7.1915,1.3406,1.8639,1350.1591,19.9402,30.8048,7.191464109589041,1.3406158904109589,1.8638512328767127,5.52,4.97,-1.22,-0.67
266,26.34142,86.98610833,2015-08-02,2015-12-05,4.8,125.0,2015,BIHAR,MADHUBANI,D109,BENIPATTI,26.5,86.5,51.52,2015,1043.8919,20.2406,31.1888,7.1915,1.3406,1.8639,1350.1591,19.9402,30.8048,7.191464109589041,1.3406158904109589,1.8638512328767127,5.52,4.97,-0.72,-0.17
267,26.34506,87.00338889,2015-07-29,2015-12-04,5.3,128.0,2015,BIHAR,MADHUBANI,D109,BENIPATTI,26.5,86.5,53.01,2015,1043.8919,20.2406,31.1888,7.1915,1.3406,1.8639,1350.1591,19.9402,30.8048,7.191464109589041,1.3406158904109589,1.8638512328767127,5.52,4.97,-0.22,0.33
268,24.83094,84.335525,2015-07-10,2015-11-28,5.8,141.0,2015,BIHAR,GAYA,D100,DUMARIA,24.5,84.5,40.38,2015,878.0458,19.6373,31.9182,5.6471,1.5722,2.0427,1027.8697,19.0633,31.4761,5.64707808219178,1.5722123287671235,2.0426972602739726,5.55,5.14,0.25,0.66
269,24.81863,84.33538056,2015-07-15,2015-11-30,5.4,138.0,2015,BIHAR,GAYA,D100,DUMARIA,24.5,84.5,39.14,2015,878.0458,19.6373,31.9182,5.6471,1.5722,2.0427,1027.8697,19.0633,31.4761,5.64707808219178,1.5722123287671235,2.0426972602739726,5.55,5.14,-0.15,0.26
270,24.81872,84.33533333,2015-07-15,2015-11-28,5.2,136.0,2015,BIHAR,GAYA,D100,DUMARIA,24.5,84.5,39.15,2015,878.0458,19.6373,31.9182,5.6471,1.5722,2.0427,1027.8697,19.0633,31.4761,5.64707808219178,1.5722123287671235,2.0426972602739726,5.55,5.14,-0.35,0.06
271,24.8187,84.33897222,2015-07-20,2015-11-24,5.5,127.0,2015,BIHAR,GAYA,D100,DUMARIA,24.5,84.5,39.0,2015,878.0458,19.6373,31.9182,5.6471,1.5722,2.0427,1027.8697,19.0633,31.4761,5.64707808219178,1.5722123287671235,2.0426972602739726,5.55,5.14,-0.05,0.36
272,24.81937,84.33532222,2015-07-26,2015-11-20,5.2,117.0,2015,BIHAR,GAYA,D100,DUMARIA,24.5,84.5,39.22,2015,878.0458,19.6373,31.9182,5.6471,1.5722,2.0427,1027.8697,19.0633,31.4761,5.64707808219178,1.5722123287671235,2.0426972602739726,5.55,5.14,-0.35,0.06
273,24.83844,84.33526667,2015-07-30,2015-11-26,5.8,119.0,2015,BIHAR,GAYA,D100,DUMARIA,24.5,84.5,41.15,2015,878.0458,19.6373,31.9182,5.6471,1.5722,2.0427,1027.8697,19.0633,31.4761,5.64707808219178,1.5722123287671235,2.0426972602739726,5.55,5.14,0.25,0.66
274,24.83917,84.33533333,2015-07-25,2015-11-25,5.6,123.0,2015,BIHAR,GAYA,D100,DUMARIA,24.5,84.5,41.22,2015,878.0458,19.6373,31.9182,5.6471,1.5722,2.0427,1027.8697,19.0633,31.4761,5.64707808219178,1.5722123287671235,2.0426972602739726,5.55,5.14,0.05,0.46
275,24.83961,84.34969444,2015-07-20,2015-11-22,5.8,125.0,2015,BIHAR,GAYA,D100,DUMARIA,24.5,84.5,40.7,2015,878.0458,19.6373,31.9182,5.6471,1.5722,2.0427,1027.8697,19.0633,31.4761,5.64707808219178,1.5722123287671235,2.0426972602739726,5.55,5.14,0.25,0.66
276,24.83978,84.34833333,2015-07-18,2015-11-15,5.6,120.0,2015,BIHAR,GAYA,D100,DUMARIA,24.5,84.5,40.77,2015,878.0458,19.6373,31.9182,5.6471,1.5722,2.0427,1027.8697,19.0633,31.4761,5.64707808219178,1.5722123287671235,2.0426972602739726,5.55,5.14,0.05,0.46
277,24.84014,84.33541667,2015-07-18,2015-11-24,5.6,129.0,2015,BIHAR,GAYA,D100,DUMARIA,24.5,84.5,41.32,2015,878.0458,19.6373,31.9182,5.6471,1.5722,2.0427,1027.8697,19.0633,31.4761,5.64707808219178,1.5722123287671235,2.0426972602739726,5.55,5.14,0.05,0.46
278,24.84575,84.33536111,2015-07-30,2015-11-26,5.8,119.0,2015,BIHAR,GAYA,D100,DUMARIA,24.5,84.5,41.89,2015,878.0458,19.6373,31.9182,5.6471,1.5722,2.0427,1027.8697,19.0633,31.4761,5.64707808219178,1.5722123287671235,2.0426972602739726,5.55,5.14,0.25,0.66
279,24.84608,84.34980556,2015-07-25,2015-11-27,5.7,125.0,2015,BIHAR,GAYA,D100,DUMARIA,24.5,84.5,41.37,2015,878.0458,19.6373,31.9182,5.6471,1.5722,2.0427,1027.8697,19.0633,31.4761,5.64707808219178,1.5722123287671235,2.0426972602739726,5.55,5.14,0.15,0.56
280,24.84703,84.33545278,2015-07-20,2015-11-22,5.8,125.0,2015,BIHAR,GAYA,D100,DUMARIA,24.5,84.5,42.02,2015,878.0458,19.6373,31.9182,5.6471,1.5722,2.0427,1027.8697,19.0633,31.4761,5.64707808219178,1.5722123287671235,2.0426972602739726,5.55,5.14,0.25,0.66
281,24.96514,87.00211389,2015-07-15,2015-11-20,4.5,128.0,2015,BIHAR,JAMUI,D103,CHAKAI,24.5,86.5,72.43,2015,1125.3389,20.5654,31.6973,6.5689,1.5217,1.9554,1214.9216,20.4248,31.4898,6.56887205479452,1.5216945205479453,1.9553660273972602,4.81,4.55,-0.31,-0.05
282,24.96486,87.00180833,2015-07-15,2015-11-10,5.0,118.0,2015,BIHAR,JAMUI,D103,CHAKAI,24.5,86.5,72.39,2015,1125.3389,20.5654,31.6973,6.5689,1.5217,1.9554,1214.9216,20.4248,31.4898,6.56887205479452,1.5216945205479453,1.9553660273972602,4.81,4.55,0.19,0.45
283,24.96381,87.01444444,2015-07-20,2015-11-25,5.0,128.0,2015,BIHAR,JAMUI,D103,CHAKAI,24.5,86.5,73.21,2015,1125.3389,20.5654,31.6973,6.5689,1.5217,1.9554,1214.9216,20.4248,31.4898,6.56887205479452,1.5216945205479453,1.9553660273972602,4.81,4.55,0.19,0.45
284,24.96117,87.01638889,2015-07-05,2015-11-15,4.5,133.0,2015,BIHAR,JAMUI,D103,CHAKAI,24.5,86.5,73.14,2015,1125.3389,20.5654,31.6973,6.5689,1.5217,1.9554,1214.9216,20.4248,31.4898,6.56887205479452,1.5216945205479453,1.9553660273972602,4.81,4.55,-0.31,-0.05
285,24.96575,87.00188056,2015-07-10,2015-11-15,4.5,128.0,2015,BIHAR,JAMUI,D103,CHAKAI,24.5,86.5,72.47,2015,1125.3389,20.5654,31.6973,6.5689,1.5217,1.9554,1214.9216,20.4248,31.4898,6.56887205479452,1.5216945205479453,1.9553660273972602,4.81,4.55,-0.31,-0.05
286,24.96536,87.00186667,2015-07-10,2015-11-25,5.2,138.0,2015,BIHAR,JAMUI,D103,CHAKAI,24.5,86.5,72.43,2015,1125.3389,20.5654,31.6973,6.5689,1.5217,1.9554,1214.9216,20.4248,31.4898,6.56887205479452,1.5216945205479453,1.9553660273972602,4.81,4.55,0.39,0.65
287,24.96381,87.00195,2015-07-10,2015-11-15,4.5,128.0,2015,BIHAR,JAMUI,D103,CHAKAI,24.5,86.5,72.32,2015,1125.3389,20.5654,31.6973,6.5689,1.5217,1.9554,1214.9216,20.4248,31.4898,6.56887205479452,1.5216945205479453,1.9553660273972602,4.81,4.55,-0.31,-0.05
288,24.94786,87.98563056,2015-07-15,2015-11-20,5.0,128.0,2015,BIHAR,KATIHAR,D104,BARARI,25.5,87.5,78.46,2015,1222.4233,20.6754,31.0739,8.1939,1.3701,1.8282,1466.7419,20.6023,31.1158,8.193878630136986,1.3700852054794521,1.8281531506849313,5.4,4.63,-0.4,0.37
289,24.94744,87.98559722,2015-07-15,2015-11-10,5.8,118.0,2015,BIHAR,KATIHAR,D104,BARARI,25.5,87.5,78.49,2015,1222.4233,20.6754,31.0739,8.1939,1.3701,1.8282,1466.7419,20.6023,31.1158,8.193878630136986,1.3700852054794521,1.8281531506849313,5.4,4.63,0.4,1.17
290,24.94447,87.98533889,2015-07-10,2015-11-25,5.2,138.0,2015,BIHAR,KATIHAR,D104,BARARI,25.5,87.5,78.74,2015,1222.4233,20.6754,31.0739,8.1939,1.3701,1.8282,1466.7419,20.6023,31.1158,8.193878630136986,1.3700852054794521,1.8281531506849313,5.4,4.63,-0.2,0.57
291,24.90173,86.88521944,2015-06-10,2015-11-20,6.0,163.0,2015,BIHAR,JAMUI,D103,CHAKAI,24.5,86.5,59.24,2015,1125.3389,20.5654,31.6973,6.5689,1.5217,1.9554,1214.9216,20.4248,31.4898,6.56887205479452,1.5216945205479453,1.9553660273972602,4.81,4.55,1.19,1.45
292,24.90185,86.88522222,2015-07-10,2015-11-15,5.6,128.0,2015,BIHAR,JAMUI,D103,CHAKAI,24.5,86.5,59.25,2015,1125.3389,20.5654,31.6973,6.5689,1.5217,1.9554,1214.9216,20.4248,31.4898,6.56887205479452,1.5216945205479453,1.9553660273972602,4.81,4.55,0.79,1.05
293,24.90217,86.89888889,2015-06-20,2015-11-25,5.4,158.0,2015,BIHAR,JAMUI,D103,CHAKAI,24.5,86.5,60.2,2015,1125.3389,20.5654,31.6973,6.5689,1.5217,1.9554,1214.9216,20.4248,31.4898,6.56887205479452,1.5216945205479453,1.9553660273972602,4.81,4.55,0.59,0.85
294,24.90178,86.88516667,2015-06-25,2015-11-15,5.6,143.0,2015,BIHAR,JAMUI,D103,CHAKAI,24.5,86.5,59.24,2015,1125.3389,20.5654,31.6973,6.5689,1.5217,1.9554,1214.9216,20.4248,31.4898,6.56887205479452,1.5216945205479453,1.9553660273972602,4.81,4.55,0.79,1.05
295,24.91444,86.89944444,2015-06-20,2015-11-15,6.1,148.0,2015,BIHAR,JAMUI,D103,CHAKAI,24.5,86.5,61.25,2015,1125.3389,20.5654,31.6973,6.5689,1.5217,1.9554,1214.9216,20.4248,31.4898,6.56887205479452,1.5216945205479453,1.9553660273972602,4.81,4.55,1.29,1.55
296,24.902,86.88557222,2015-06-30,2015-11-25,5.9,148.0,2015,BIHAR,JAMUI,D103,CHAKAI,24.5,86.5,59.29,2015,1125.3389,20.5654,31.6973,6.5689,1.5217,1.9554,1214.9216,20.4248,31.4898,6.56887205479452,1.5216945205479453,1.9553660273972602,4.81,4.55,1.09,1.35
297,24.91442,86.90025,2015-06-15,2015-11-20,5.7,158.0,2015,BIHAR,JAMUI,D103,CHAKAI,24.5,86.5,61.3,2015,1125.3389,20.5654,31.6973,6.5689,1.5217,1.9554,1214.9216,20.4248,31.4898,6.56887205479452,1.5216945205479453,1.9553660273972602,4.81,4.55,0.89,1.15
298,24.90269,86.90256667,2015-06-25,2015-11-15,6.2,143.0,2015,BIHAR,JAMUI,D103,CHAKAI,24.5,86.5,60.49,2015,1125.3389,20.5654,31.6973,6.5689,1.5217,1.9554,1214.9216,20.4248,31.4898,6.56887205479452,1.5216945205479453,1.9553660273972602,4.81,4.55,1.39,1.65
299,24.90177,86.88521944,2015-06-23,2015-11-25,6.1,155.0,2015,BIHAR,JAMUI,D103,CHAKAI,24.5,86.5,59.25,2015,1125.3389,20.5654,31.6973,6.5689,1.5217,1.9554,1214.9216,20.4248,31.4898,6.56887205479452,1.5216945205479453,1.9553660273972602,4.81,4.55,1.29,1.55
300,24.90269,86.91066667,2015-07-07,2015-11-28,6.2,144.0,2015,BIHAR,JAMUI,D103,CHAKAI,24.5,86.5,61.04,2015,1125.3389,20.5654,31.6973,6.5689,1.5217,1.9554,1214.9216,20.4248,31.4898,6.56887205479452,1.5216945205479453,1.9553660273972602,4.81,4.55,1.39,1.65
301,24.068,87.16508333,2015-07-10,2015-11-18,5.0,131.0,2015,BIHAR,JAMUI,D103,CHAKAI,24.5,86.5,82.77,2015,1125.3389,20.5654,31.6973,6.5689,1.5217,1.9554,1214.9216,20.4248,31.4898,6.56887205479452,1.5216945205479453,1.9553660273972602,4.81,4.55,0.19,0.45
302,24.06717,87.16469444,2015-07-20,2015-12-10,5.3,143.0,2015,BIHAR,JAMUI,D103,CHAKAI,24.5,86.5,82.8,2015,1125.3389,20.5654,31.6973,6.5689,1.5217,1.9554,1214.9216,20.4248,31.4898,6.56887205479452,1.5216945205479453,1.9553660273972602,4.81,4.55,0.49,0.75
303,24.06672,87.16413889,2015-06-20,2015-11-20,5.2,153.0,2015,BIHAR,JAMUI,D103,CHAKAI,24.5,86.5,82.78,2015,1125.3389,20.5654,31.6973,6.5689,1.5217,1.9554,1214.9216,20.4248,31.4898,6.56887205479452,1.5216945205479453,1.9553660273972602,4.81,4.55,0.39,0.65
304,24.06692,87.16408333,2015-07-05,2015-11-25,5.8,143.0,2015,BIHAR,JAMUI,D103,CHAKAI,24.5,86.5,82.76,2015,1125.3389,20.5654,31.6973,6.5689,1.5217,1.9554,1214.9216,20.4248,31.4898,6.56887205479452,1.5216945205479453,1.9553660273972602,4.81,4.55,0.99,1.25
305,24.07044,87.15170556,2015-07-30,2015-11-30,5.2,123.0,2015,BIHAR,JAMUI,D103,CHAKAI,24.5,86.5,81.51,2015,1125.3389,20.5654,31.6973,6.5689,1.5217,1.9554,1214.9216,20.4248,31.4898,6.56887205479452,1.5216945205479453,1.9553660273972602,4.81,4.55,0.39,0.65
306,24.07067,87.151675,2015-07-15,2015-12-05,5.3,143.0,2015,BIHAR,JAMUI,D103,CHAKAI,24.5,86.5,81.5,2015,1125.3389,20.5654,31.6973,6.5689,1.5217,1.9554,1214.9216,20.4248,31.4898,6.56887205479452,1.5216945205479453,1.9553660273972602,4.81,4.55,0.49,0.75
307,24.07081,87.15165278,2015-07-10,2015-11-20,5.5,133.0,2015,BIHAR,JAMUI,D103,CHAKAI,24.5,86.5,81.49,2015,1125.3389,20.5654,31.6973,6.5689,1.5217,1.9554,1214.9216,20.4248,31.4898,6.56887205479452,1.5216945205479453,1.9553660273972602,4.81,4.55,0.69,0.95
308,24.07164,87.16644444,2015-07-10,2015-11-20,5.6,133.0,2015,BIHAR,JAMUI,D103,CHAKAI,24.5,86.5,82.65,2015,1125.3389,20.5654,31.6973,6.5689,1.5217,1.9554,1214.9216,20.4248,31.4898,6.56887205479452,1.5216945205479453,1.9553660273972602,4.81,4.55,0.79,1.05
309,24.07153,87.151675,2015-07-10,2015-11-20,6.1,133.0,2015,BIHAR,JAMUI,D103,CHAKAI,24.5,86.5,81.44,2015,1125.3389,20.5654,31.6973,6.5689,1.5217,1.9554,1214.9216,20.4248,31.4898,6.56887205479452,1.5216945205479453,1.9553660273972602,4.81,4.55,1.29,1.55
